person_id_random,date,transaction_type,direction,amount
6972053524,8/26/15,add_credit_to_mobile_wallet,in,1000
6972053524,8/26/15,send_money,out,500
6972053524,8/26/15,transfer_to_savings,out,400
6972053524,8/27/15,transfer_from_savings,in,400
6972053524,1/27/15,send_money,out,380
6972053524,1/27/15,add_credit_to_mobile_wallet,in,500
6972053524,10/5/15,transfer_to_savings,out,100
6972053524,10/5/15,transfer_from_savings,in,100
6972053524,10/13/15,send_money,out,5000
6972053524,10/12/15,add_credit_to_mobile_wallet,in,30000
6972053524,10/13/15,send_money,out,1530
6972053524,10/13/15,send_money,out,900
6972053524,10/13/15,send_money,out,3050
6972053524,10/15/15,transfer_from_savings,in,200
6972053524,10/14/15,transfer_to_savings,out,1000
6972053524,10/14/15,transfer_to_savings,out,2700
6972053524,10/16/15,transfer_from_savings,in,900
6972053524,10/16/15,transfer_from_savings,in,100
4345724251,5/24/14,transfer_from_savings,in,250
2669649960,5/27/14,send_money,out,3950
2669649960,5/27/14,send_money,out,327
2669649960,5/28/14,send_money,out,1000
2669649960,5/29/14,add_credit_to_mobile_wallet,in,1000
2669649960,5/29/14,send_money,out,2800
5248964653,10/28/14,add_credit_to_mobile_wallet,in,100
5248964653,10/28/14,add_credit_to_mobile_wallet,in,500
5248964653,11/1/14,add_credit_to_mobile_wallet,in,1000
5248964653,11/2/14,send_money,out,1030
5248964653,11/6/14,add_credit_to_mobile_wallet,in,300
5248964653,11/21/14,add_credit_to_mobile_wallet,in,100
5248964653,11/27/14,add_credit_to_mobile_wallet,in,100
5248964653,11/27/14,add_credit_to_mobile_wallet,in,100
5248964653,12/3/14,add_credit_to_mobile_wallet,in,150
3307407390,2/10/15,send_money,out,3200
1389690912,4/10/15,send_money,out,4050
1389690912,4/9/15,send_money,out,3000
1389690912,5/5/15,send_money,out,950
1389690912,5/21/15,send_money,out,2500
1389690912,5/22/15,add_credit_to_mobile_wallet,in,1300
1389690912,6/1/15,add_credit_to_mobile_wallet,in,10000
1389690912,6/1/15,add_credit_to_mobile_wallet,in,8000
1389690912,6/1/15,add_credit_to_mobile_wallet,in,4200
1389690912,6/1/15,send_money,out,500
1389690912,6/2/15,send_money,out,1500
1389690912,6/3/15,add_credit_to_mobile_wallet,in,1500
1389690912,6/3/15,send_money,out,2800
1389690912,6/7/15,send_money,out,1027
1389690912,6/11/15,send_money,out,500
1389690912,6/13/15,add_credit_to_mobile_wallet,in,2000
1389690912,6/14/15,send_money,out,1200
1389690912,6/15/15,add_credit_to_mobile_wallet,in,4000
1389690912,6/26/15,add_credit_to_mobile_wallet,in,8500
1389690912,6/28/15,send_money,out,600
1389690912,7/4/15,send_money,out,510
1389690912,7/4/15,send_money,out,500
1389690912,7/7/15,add_credit_to_mobile_wallet,in,70000
1389690912,7/7/15,send_money,out,40000
1389690912,7/7/15,send_money,out,40000
1389690912,7/10/15,add_credit_to_mobile_wallet,in,12100
1389690912,7/11/15,send_money,out,11900
1389690912,7/22/15,add_credit_to_mobile_wallet,in,2500
1389690912,5/12/15,transfer_from_savings,in,
1389690912,7/18/15,add_credit_to_mobile_wallet,in,2100
1389690912,7/22/15,send_money,out,400
1064638493,4/16/15,add_credit_to_mobile_wallet,in,300
1064638493,4/9/15,send_money,out,4400
1064638493,4/8/15,add_credit_to_mobile_wallet,in,7900
1064638493,4/10/15,send_money,out,4250
1064638493,5/9/15,send_money,out,5050
1064638493,6/3/15,send_money,out,3000
1064638493,6/13/15,add_credit_to_mobile_wallet,in,4100
1064638493,6/14/15,send_money,out,725
1064638493,6/14/15,send_money,out,400
1064638493,8/19/15,send_money,out,6800
5340508208,5/3/15,add_credit_to_mobile_wallet,in,550
5340508208,5/3/15,send_money,out,527
5340508208,5/6/15,send_money,out,2100
5340508208,5/8/15,add_credit_to_mobile_wallet,in,300
5340508208,5/8/15,send_money,out,1000
5340508208,5/9/15,send_money,out,7100
5340508208,5/9/15,send_money,out,5100
5340508208,5/9/15,send_money,out,6300
5340508208,5/9/15,send_money,out,2527
5340508208,5/9/15,send_money,out,500
5340508208,5/9/15,send_money,out,527
5340508208,5/9/15,send_money,out,500
5340508208,5/10/15,send_money,out,427
5340508208,5/11/15,send_money,out,1027
5340508208,5/12/15,add_credit_to_mobile_wallet,in,4000
5340508208,5/12/15,send_money,out,900
5340508208,5/13/15,send_money,out,1027
5340508208,5/13/15,send_money,out,527
5340508208,5/13/15,add_credit_to_mobile_wallet,in,2000
5340508208,5/13/15,send_money,out,54
5340508208,5/14/15,add_credit_to_mobile_wallet,in,150
5340508208,5/16/15,add_credit_to_mobile_wallet,in,1200
5340508208,5/18/15,send_money,out,1027
5340508208,5/18/15,send_money,out,1027
5340508208,5/18/15,send_money,out,1027
5340508208,5/19/15,transfer_from_savings,in,600
5340508208,5/29/15,add_credit_to_mobile_wallet,in,400
5340508208,5/29/15,send_money,out,385
5340508208,6/1/15,add_credit_to_mobile_wallet,in,100
5340508208,6/1/15,send_money,out,428
9757571386,5/17/15,send_money,out,900
9757571386,5/17/15,add_credit_to_mobile_wallet,in,1000
9757571386,5/17/15,send_money,out,4000
9757571386,5/17/15,send_money,out,3030
9757571386,5/16/15,send_money,out,1500
9757571386,5/16/15,add_credit_to_mobile_wallet,in,64300
9757571386,5/17/15,add_credit_to_mobile_wallet,in,5000
9757571386,5/15/15,add_credit_to_mobile_wallet,in,200
9757571386,5/10/15,add_credit_to_mobile_wallet,in,2500
9757571386,5/22/15,add_credit_to_mobile_wallet,in,350
9757571386,5/24/15,send_money,out,530
9757571386,5/28/15,add_credit_to_mobile_wallet,in,3000
9757571386,5/30/15,add_credit_to_mobile_wallet,in,5000
9757571386,5/30/15,send_money,out,3000
9757571386,5/31/15,send_money,out,530
9757571386,6/1/15,send_money,out,500
9757571386,6/3/15,add_credit_to_mobile_wallet,in,270
9757571386,6/4/15,add_credit_to_mobile_wallet,in,300
9757571386,6/7/15,add_credit_to_mobile_wallet,in,500
9757571386,6/7/15,add_credit_to_mobile_wallet,in,1550
9757571386,6/7/15,send_money,out,330
9757571386,6/8/15,add_credit_to_mobile_wallet,in,300
9757571386,6/10/15,send_money,out,3000
9757571386,6/13/15,send_money,out,330
9757571386,6/16/15,send_money,out,1000
9757571386,6/17/15,add_credit_to_mobile_wallet,in,6000
9757571386,6/17/15,transfer_to_savings,out,6000
9757571386,6/18/15,transfer_to_savings,out,1500
9757571386,6/18/15,transfer_from_savings,in,8000
9757571386,6/18/15,send_money,out,7700
3955785772,5/25/15,send_money,out,1530
3955785772,5/14/15,add_credit_to_mobile_wallet,in,2000
3955785772,5/25/15,add_credit_to_mobile_wallet,in,1570
3955785772,5/20/15,add_credit_to_mobile_wallet,in,200
3955785772,5/30/15,add_credit_to_mobile_wallet,in,100
3955785772,6/1/15,add_credit_to_mobile_wallet,in,100
3955785772,6/2/15,add_credit_to_mobile_wallet,in,1500
3955785772,6/2/15,transfer_to_savings,out,1
3955785772,6/6/15,add_credit_to_mobile_wallet,in,2000
3955785772,6/10/15,add_credit_to_mobile_wallet,in,1500
3955785772,6/12/15,add_credit_to_mobile_wallet,in,1000
3955785772,6/12/15,send_money,out,1030
3955785772,6/24/15,add_credit_to_mobile_wallet,in,300
3955785772,6/29/15,add_credit_to_mobile_wallet,in,16300
3955785772,6/29/15,send_money,out,16180
3955785772,6/30/15,add_credit_to_mobile_wallet,in,1500
3955785772,7/16/15,add_credit_to_mobile_wallet,in,1500
3955785772,7/22/15,add_credit_to_mobile_wallet,in,2750
3955785772,8/2/15,add_credit_to_mobile_wallet,in,4600
3955785772,8/6/15,add_credit_to_mobile_wallet,in,1200
3955785772,8/12/15,add_credit_to_mobile_wallet,in,6000
3955785772,8/12/15,transfer_from_savings,in,3
3955785772,8/12/15,transfer_from_savings,in,10
3955785772,8/16/15,transfer_from_savings,in,100
3955785772,8/19/15,add_credit_to_mobile_wallet,in,3000
3955785772,8/19/15,send_money,out,4500
3955785772,8/20/15,send_money,out,5150
3955785772,9/5/15,send_money,out,9700
9164049071,5/31/15,add_credit_to_mobile_wallet,in,150
9164049071,5/29/15,send_money,out,1000
9164049071,5/20/15,add_credit_to_mobile_wallet,in,50
9164049071,5/20/15,add_credit_to_mobile_wallet,in,50
9164049071,5/29/15,add_credit_to_mobile_wallet,in,2000
9164049071,6/3/15,send_money,out,527
9164049071,6/6/15,send_money,out,500
9164049071,6/9/15,add_credit_to_mobile_wallet,in,2500
9164049071,6/13/15,add_credit_to_mobile_wallet,in,200
9164049071,6/25/15,send_money,out,230
9164049071,6/25/15,send_money,out,230
9164049071,6/27/15,add_credit_to_mobile_wallet,in,400
9164049071,7/3/15,send_money,out,2030
9164049071,7/17/15,add_credit_to_mobile_wallet,in,3000
9164049071,7/17/15,send_money,out,7050
9164049071,7/20/15,add_credit_to_mobile_wallet,in,100
9164049071,7/21/15,add_credit_to_mobile_wallet,in,110
9164049071,8/5/15,add_credit_to_mobile_wallet,in,3050
9164049071,8/5/15,transfer_to_savings,out,3000
9164049071,8/5/15,transfer_from_savings,in,3000
9164049071,8/5/15,send_money,out,2300
9164049071,8/5/15,send_money,out,200
9164049071,8/15/15,send_money,out,430
9164049071,8/25/15,add_credit_to_mobile_wallet,in,6000
9164049071,8/25/15,add_credit_to_mobile_wallet,in,15000
9164049071,8/25/15,send_money,out,4050
9164049071,8/25/15,send_money,out,1530
9164049071,8/25/15,send_money,out,2000
9164049071,8/25/15,send_money,out,330
9164049071,8/25/15,send_money,out,2000
3342477379,5/5/14,send_money,out,2030
3342477379,5/5/14,add_credit_to_mobile_wallet,in,2000
3342477379,5/7/14,send_money,out,1050
3342477379,5/8/14,send_money,out,2050
3342477379,5/8/14,send_money,out,1030
3342477379,5/12/14,send_money,out,3230
3342477379,5/14/14,send_money,out,1400
3342477379,5/16/14,send_money,out,500
3342477379,5/21/14,add_credit_to_mobile_wallet,in,2000
3342477379,5/21/14,send_money,out,1400
3342477379,5/28/14,send_money,out,1400
3342477379,5/31/14,send_money,out,250
3342477379,6/9/14,add_credit_to_mobile_wallet,in,1100
3342477379,6/9/14,send_money,out,2800
3342477379,6/9/14,send_money,out,400
3342477379,6/10/14,send_money,out,750
3342477379,6/12/14,send_money,out,300
3342477379,6/15/14,add_credit_to_mobile_wallet,in,1000
3342477379,6/18/14,add_credit_to_mobile_wallet,in,1400
3342477379,6/19/14,send_money,out,1400
3342477379,6/23/14,send_money,out,530
3342477379,6/28/14,add_credit_to_mobile_wallet,in,2500
3342477379,6/28/14,send_money,out,1050
3342477379,6/28/14,add_credit_to_mobile_wallet,in,200
3342477379,6/28/14,send_money,out,1400
3342477379,7/1/14,transfer_to_savings,out,2028
3342477379,7/1/14,transfer_from_savings,in,100
3342477379,7/3/14,transfer_from_savings,in,1500
3342477379,7/3/14,transfer_from_savings,in,28
3342477379,7/3/14,send_money,out,1500
7044315204,3/16/15,send_money,out,350
7044315204,11/29/14,send_money,out,227
7044315204,12/2/14,send_money,out,2027
7044315204,3/23/15,send_money,out,527
7044315204,2/26/15,send_money,out,1000
7044315204,11/25/14,add_credit_to_mobile_wallet,in,1000
7044315204,3/1/15,send_money,out,1027
7044315204,3/23/15,add_credit_to_mobile_wallet,in,500
7044315204,1/28/15,send_money,out,3027
7044315204,12/13/14,send_money,out,2027
7044315204,3/20/15,send_money,out,527
7044315204,3/27/15,send_money,out,200
7044315204,2/21/15,send_money,out,227
7044315204,3/11/15,add_credit_to_mobile_wallet,in,50
7044315204,11/29/14,add_credit_to_mobile_wallet,in,500
7044315204,10/12/14,send_money,out,500
7044315204,3/23/15,add_credit_to_mobile_wallet,in,500
7044315204,10/24/14,send_money,out,527
7044315204,2/2/15,send_money,out,627
7044315204,3/4/15,send_money,out,1000
7044315204,10/25/14,send_money,out,850
7044315204,12/31/14,send_money,out,527
7044315204,3/27/15,add_credit_to_mobile_wallet,in,230
7044315204,11/28/14,send_money,out,1400
7044315204,3/3/15,send_money,out,4066
7044315204,2/23/15,send_money,out,627
7044315204,1/28/15,add_credit_to_mobile_wallet,in,3000
7044315204,3/20/15,add_credit_to_mobile_wallet,in,550
7044315204,3/23/15,send_money,out,527
7044315204,10/12/14,send_money,out,700
6527431008,4/1/15,send_money,out,1500
6527431008,4/2/15,send_money,out,3000
6527431008,4/12/15,send_money,out,500
6527431008,4/3/15,send_money,out,1790
6527431008,4/1/15,send_money,out,750
6527431008,4/2/15,send_money,out,3000
6527431008,4/25/15,add_credit_to_mobile_wallet,in,600
6527431008,4/3/15,send_money,out,4000
6527431008,4/5/15,add_credit_to_mobile_wallet,in,2000
6527431008,3/31/15,add_credit_to_mobile_wallet,in,1000
6527431008,4/1/15,send_money,out,4200
6527431008,3/31/15,send_money,out,1027
6527431008,4/3/15,send_money,out,1790
6527431008,4/4/15,send_money,out,2527
6527431008,4/23/15,add_credit_to_mobile_wallet,in,400
6527431008,4/3/15,send_money,out,10000
6527431008,4/22/15,send_money,out,100
6527431008,4/14/15,send_money,out,3600
6527431008,4/1/15,send_money,out,1027
6527431008,4/8/15,send_money,out,800
6527431008,4/5/15,send_money,out,2000
6527431008,4/3/15,send_money,out,1000
6527431008,4/3/15,send_money,out,3000
6527431008,4/1/15,send_money,out,750
6527431008,4/3/15,send_money,out,11140
6527431008,5/13/15,send_money,out,427
6527431008,5/14/15,transfer_to_savings,out,3600
6527431008,5/14/15,transfer_to_savings,out,75
6851045436,5/23/15,add_credit_to_mobile_wallet,in,150
6851045436,6/4/15,add_credit_to_mobile_wallet,in,7000
6851045436,6/4/15,send_money,out,4027
6851045436,6/4/15,send_money,out,1060
6851045436,6/5/15,send_money,out,110
6851045436,6/6/15,send_money,out,3000
6851045436,6/10/15,transfer_from_savings,in,20
6851045436,6/10/15,transfer_to_savings,out,3000
6851045436,6/10/15,transfer_from_savings,in,50
6851045436,6/11/15,transfer_from_savings,in,2950
6851045436,6/11/15,send_money,out,227
6851045436,6/18/15,send_money,out,110
6851045436,6/22/15,send_money,out,527
6851045436,7/2/15,send_money,out,450
6851045436,7/7/15,add_credit_to_mobile_wallet,in,2800
6851045436,7/10/15,send_money,out,2950
6851045436,7/14/15,add_credit_to_mobile_wallet,in,800
6851045436,7/19/15,send_money,out,100
6851045436,8/4/15,add_credit_to_mobile_wallet,in,4700
6851045436,8/4/15,send_money,out,2027
6851045436,8/4/15,send_money,out,727
6851045436,8/18/15,add_credit_to_mobile_wallet,in,1000
6851045436,8/23/15,send_money,out,100
6851045436,9/3/15,send_money,out,1027
6851045436,9/3/15,send_money,out,1827
6851045436,9/7/15,send_money,out,227
6851045436,9/13/15,add_credit_to_mobile_wallet,in,2800
6851045436,9/16/15,send_money,out,280
6851045436,9/17/15,add_credit_to_mobile_wallet,in,200
6851045436,9/18/15,add_credit_to_mobile_wallet,in,250
5174506041,6/29/15,add_credit_to_mobile_wallet,in,7000
5174506041,6/29/15,send_money,out,7000
5174506041,6/29/15,send_money,out,2000
5174506041,6/29/15,send_money,out,1000
5174506041,6/29/15,send_money,out,1000
5174506041,6/29/15,send_money,out,1030
5174506041,6/30/15,transfer_to_savings,out,500
5174506041,6/30/15,send_money,out,4200
5174506041,6/30/15,send_money,out,350
5174506041,7/2/15,transfer_from_savings,in,560
5174506041,7/5/15,send_money,out,3050
5174506041,7/5/15,send_money,out,527
5174506041,7/6/15,send_money,out,2500
5174506041,7/6/15,send_money,out,327
5174506041,7/9/15,add_credit_to_mobile_wallet,in,350
5174506041,7/9/15,send_money,out,327
5174506041,7/10/15,add_credit_to_mobile_wallet,in,57500
5174506041,7/10/15,transfer_to_savings,out,9560
5174506041,7/10/15,send_money,out,20000
5174506041,7/10/15,send_money,out,527
5174506041,7/10/15,add_credit_to_mobile_wallet,in,6300
5174506041,7/10/15,send_money,out,527
5174506041,7/10/15,send_money,out,1230
5174506041,7/14/15,add_credit_to_mobile_wallet,in,3000
5174506041,7/14/15,send_money,out,527
5174506041,7/14/15,send_money,out,527
5174506041,7/14/15,send_money,out,500
5174506041,7/14/15,add_credit_to_mobile_wallet,in,500
5174506041,7/15/15,send_money,out,527
5174506041,7/17/15,add_credit_to_mobile_wallet,in,550
9045211188,5/26/15,send_money,out,5196
9045211188,6/26/15,add_credit_to_mobile_wallet,in,100
9045211188,4/15/15,transfer_from_savings,in,9000
9045211188,6/23/15,send_money,out,4066
9045211188,6/11/15,send_money,out,527
9045211188,6/12/15,send_money,out,19176
9045211188,7/1/15,send_money,out,2027
9045211188,5/8/15,send_money,out,14459
9045211188,7/1/15,add_credit_to_mobile_wallet,in,2100
9045211188,5/8/15,send_money,out,6082
9045211188,5/6/15,send_money,out,13679
9045211188,5/14/15,send_money,out,3449
9045211188,5/16/15,send_money,out,32187
9045211188,5/12/15,send_money,out,1560
9045211188,6/26/15,send_money,out,4066
9045211188,5/27/15,send_money,out,3049
9045211188,6/19/15,send_money,out,21981
9045211188,4/23/15,send_money,out,44036
9045211188,6/17/15,send_money,out,2849
9045211188,6/17/15,send_money,out,4066
9045211188,6/12/15,add_credit_to_mobile_wallet,in,16300
9045211188,6/19/15,add_credit_to_mobile_wallet,in,22000
9045211188,6/22/15,send_money,out,12159
9045211188,6/25/15,send_money,out,1500
9045211188,5/11/15,send_money,out,29987
9045211188,6/22/15,send_money,out,4866
9045211188,4/1/15,send_money,out,11795
9045211188,6/9/15,send_money,out,7282
9045211188,7/8/15,send_money,out,1827
9045211188,7/10/15,send_money,out,1250
5134405695,5/17/15,send_money,out,3550
5134405695,5/15/15,send_money,out,3550
5134405695,5/27/15,send_money,out,5050
5134405695,5/18/15,send_money,out,1250
5134405695,6/28/15,send_money,out,3050
5134405695,5/18/15,send_money,out,1050
5134405695,5/6/15,send_money,out,1030
5134405695,6/30/15,send_money,out,1050
5134405695,6/4/15,send_money,out,850
5134405695,5/16/15,send_money,out,4100
5134405695,5/23/15,send_money,out,3550
5134405695,5/3/15,send_money,out,5050
5134405695,5/13/15,send_money,out,1550
5134405695,6/4/15,send_money,out,1050
5134405695,5/3/15,send_money,out,5050
5134405695,5/4/15,send_money,out,850
5134405695,6/5/15,send_money,out,4050
5134405695,7/2/15,send_money,out,4050
5134405695,5/30/15,send_money,out,550
5134405695,5/3/15,send_money,out,1050
5134405695,5/16/15,send_money,out,1550
5134405695,6/3/15,send_money,out,550
5134405695,7/5/15,send_money,out,250
5134405695,7/6/15,send_money,out,1050
5134405695,7/6/15,send_money,out,2550
5134405695,7/9/15,send_money,out,3050
5134405695,7/10/15,send_money,out,750
5134405695,7/14/15,send_money,out,1850
5134405695,7/15/15,send_money,out,4050
5134405695,7/16/15,send_money,out,550
8609804338,8/8/15,add_credit_to_mobile_wallet,in,800
8609804338,8/8/15,send_money,out,720
8609804338,8/15/15,send_money,out,350
7312055154,5/6/15,send_money,out,1030
7312055154,7/3/15,add_credit_to_mobile_wallet,in,2500
7312055154,7/3/15,add_credit_to_mobile_wallet,in,2500
7312055154,5/13/15,add_credit_to_mobile_wallet,in,500
7312055154,6/1/15,send_money,out,600
7312055154,7/9/15,send_money,out,500
7312055154,6/2/15,send_money,out,4566
7312055154,5/25/15,add_credit_to_mobile_wallet,in,500
7312055154,7/3/15,send_money,out,227
7312055154,7/3/15,add_credit_to_mobile_wallet,in,240
7312055154,5/21/15,send_money,out,200
7312055154,6/2/15,send_money,out,630
7312055154,7/3/15,add_credit_to_mobile_wallet,in,240
7312055154,4/25/15,add_credit_to_mobile_wallet,in,800
7312055154,6/1/15,send_money,out,527
7312055154,6/1/15,send_money,out,600
7312055154,7/4/15,send_money,out,370
7312055154,6/1/15,send_money,out,600
7312055154,7/17/15,send_money,out,1000
