person_id_random,ipaddress,local_access_time,continent_name,country_name,city_name
3744930975,41.222.180.162,2016-01-15 15:00:00,Africa,Tanzania,
3744930975,41.222.180.165,2016-01-15 21:00:00,Africa,Tanzania,
3744930975,41.222.180.165,2016-01-16 08:00:00,Africa,Tanzania,
3744930975,41.222.180.106,2016-01-16 10:00:00,Africa,Tanzania,
3744930975,197.187.173.180,2016-01-16 20:00:00,Africa,Tanzania,
3744930975,41.222.181.172,2016-01-18 04:00:00,Africa,Tanzania,
3744930975,41.222.179.155,2016-01-18 12:00:00,Africa,Tanzania,
3744930975,197.186.215.111,2016-01-20 21:00:00,Africa,Tanzania,Moshi
3744930975,156.156.84.199,2016-01-23 10:00:00,Africa,Tanzania,
3744930975,156.159.215.222,2016-01-24 19:00:00,Africa,Tanzania,
3744930975,156.156.246.27,2016-01-26 22:00:00,Africa,Tanzania,Dar es Salaam
3744930975,156.159.37.207,2016-01-30 20:00:00,Africa,Tanzania,
3744930975,197.187.4.218,2016-02-04 00:00:00,Africa,Tanzania,
6386601342,197.250.193.105,2016-02-18 18:00:00,Africa,Tanzania,
6386601342,197.250.193.97,2016-02-19 04:00:00,Africa,Tanzania,
6386601342,41.222.177.108,2016-02-23 08:00:00,Africa,Tanzania,Dar es Salaam
6386601342,196.249.97.113,2016-04-05 17:00:00,Africa,Tanzania,
2636722159,41.222.179.174,2015-12-16 17:00:00,Africa,Tanzania,
2636722159,41.222.181.185,2016-01-05 22:00:00,Africa,Tanzania,
2636722159,41.222.181.179,2016-02-02 16:00:00,Africa,Tanzania,Dar es Salaam
2636722159,41.222.181.180,2016-03-02 17:00:00,Africa,Tanzania,Dar es Salaam
2151915927,41.222.179.156,2016-01-03 10:00:00,Africa,Tanzania,
2151915927,41.222.179.156,2016-01-03 11:00:00,Africa,Tanzania,
2151915927,41.222.180.123,2016-01-10 16:00:00,Africa,Tanzania,
2151915927,41.222.181.176,2016-01-10 19:00:00,Africa,Tanzania,Dar es Salaam
2151915927,169.255.185.81,2016-02-23 10:00:00,Africa,Tanzania,
6896652654,197.250.128.158,2016-05-09 22:00:00,Africa,Tanzania,
2893571939,169.255.184.200,2016-04-12 10:00:00,Africa,Tanzania,
2893571939,169.255.184.200,2016-04-12 11:00:00,Africa,Tanzania,
2893571939,169.255.184.200,2016-04-12 13:00:00,Africa,Tanzania,
9845828614,41.222.180.162,2016-05-26 23:00:00,Africa,Tanzania,
2487119472,197.250.62.83,2016-01-31 21:00:00,Africa,Tanzania,Dar es Salaam
2487119472,41.222.181.173,2016-02-15 12:00:00,Africa,Tanzania,
5331332312,41.222.179.158,2016-02-28 19:00:00,Africa,Tanzania,
4645275853,41.222.177.110,2015-12-20 12:00:00,Africa,Tanzania,Dar es Salaam
4645275853,41.222.180.169,2015-12-20 22:00:00,Africa,Tanzania,
4645275853,196.249.97.221,2016-04-07 15:00:00,Africa,Tanzania,
4645275853,169.255.185.58,2016-06-06 14:00:00,Africa,Tanzania,
4645275853,169.255.185.58,2016-06-06 15:00:00,Africa,Tanzania,
4645275853,169.255.184.166,2016-06-06 16:00:00,Africa,Tanzania,
4645275853,41.222.179.162,2016-06-25 14:00:00,Africa,Tanzania,
7278699629,156.157.222.176,2015-12-17 06:00:00,Africa,Tanzania,
7278699629,156.159.2.64,2015-12-19 10:00:00,Africa,Tanzania,
7278699629,156.159.194.80,2016-01-02 00:00:00,Africa,Tanzania,
7278699629,156.156.243.111,2016-01-02 12:00:00,Africa,Tanzania,
7278699629,41.204.145.209,2016-02-05 16:00:00,Africa,Tanzania,
7278699629,169.255.184.197,2016-02-06 22:00:00,Africa,Tanzania,
7278699629,169.255.184.249,2016-02-07 15:00:00,Africa,Tanzania,
7278699629,169.255.184.254,2016-02-10 04:00:00,Africa,Tanzania,
7278699629,169.255.184.146,2016-02-11 07:00:00,Africa,Tanzania,
7278699629,169.255.184.147,2016-02-14 14:00:00,Africa,Tanzania,
7278699629,169.255.184.147,2016-02-14 17:00:00,Africa,Tanzania,
7278699629,169.255.184.158,2016-02-16 07:00:00,Africa,Tanzania,
7278699629,169.255.184.141,2016-02-19 13:00:00,Africa,Tanzania,
7278699629,169.255.184.142,2016-02-21 06:00:00,Africa,Tanzania,
7278699629,156.159.34.50,2016-02-21 14:00:00,Africa,Tanzania,
7278699629,156.157.165.39,2016-02-23 06:00:00,Africa,Tanzania,
7278699629,197.187.37.128,2016-02-24 18:00:00,Africa,Tanzania,
7278699629,197.186.156.199,2016-03-14 11:00:00,Africa,Tanzania,
7278699629,156.159.227.78,2016-03-16 06:00:00,Africa,Tanzania,
7278699629,197.187.110.21,2016-03-20 06:00:00,Africa,Tanzania,
7278699629,169.255.184.203,2016-03-20 17:00:00,Africa,Tanzania,
7278699629,169.255.184.203,2016-03-20 19:00:00,Africa,Tanzania,
7278699629,169.255.184.203,2016-03-20 20:00:00,Africa,Tanzania,
7278699629,169.255.185.89,2016-03-21 06:00:00,Africa,Tanzania,
7278699629,169.255.184.242,2016-03-21 16:00:00,Africa,Tanzania,
7278699629,169.255.184.132,2016-03-22 06:00:00,Africa,Tanzania,
7278699629,169.255.185.155,2016-03-23 06:00:00,Africa,Tanzania,
7278699629,169.255.185.4,2016-03-24 08:00:00,Africa,Tanzania,
7278699629,169.255.185.4,2016-03-24 12:00:00,Africa,Tanzania,
7278699629,169.255.184.227,2016-03-25 05:00:00,Africa,Tanzania,
7278699629,169.255.184.227,2016-03-25 08:00:00,Africa,Tanzania,
7278699629,169.255.184.227,2016-03-25 09:00:00,Africa,Tanzania,
7278699629,169.255.184.141,2016-03-26 09:00:00,Africa,Tanzania,
7278699629,169.255.185.102,2016-03-26 16:00:00,Africa,Tanzania,
7278699629,169.255.185.102,2016-03-26 17:00:00,Africa,Tanzania,
7278699629,169.255.185.102,2016-03-26 19:00:00,Africa,Tanzania,
7278699629,169.255.185.12,2016-03-27 03:00:00,Africa,Tanzania,
7278699629,169.255.184.254,2016-03-27 06:00:00,Africa,Tanzania,
7278699629,169.255.185.14,2016-03-30 06:00:00,Africa,Tanzania,
7278699629,196.249.97.86,2016-03-31 09:00:00,Africa,Tanzania,
7278699629,196.249.97.103,2016-03-31 12:00:00,Africa,Tanzania,
7278699629,196.249.97.103,2016-03-31 15:00:00,Africa,Tanzania,
7278699629,169.255.184.231,2016-03-31 21:00:00,Africa,Tanzania,
7278699629,169.255.185.96,2016-04-01 14:00:00,Africa,Tanzania,
7278699629,169.255.184.187,2016-04-02 06:00:00,Africa,Tanzania,
7278699629,156.157.171.11,2016-04-12 21:00:00,Africa,Tanzania,
7278699629,197.187.228.31,2016-04-16 09:00:00,Africa,Tanzania,
7278699629,197.187.186.59,2016-04-17 21:00:00,Africa,Tanzania,
7278699629,156.159.212.15,2016-04-27 18:00:00,Africa,Tanzania,
1798185475,41.222.179.143,2016-01-02 18:00:00,Africa,Tanzania,
1798185475,41.222.179.179,2016-01-08 18:00:00,Africa,Tanzania,
1798185475,41.222.179.143,2016-02-10 07:00:00,Africa,Tanzania,
1798185475,41.222.91.108,2016-02-24 12:00:00,Africa,Tanzania,Dar es Salaam
1798185475,41.222.179.177,2016-03-13 09:00:00,Africa,Tanzania,
8000018034,197.250.62.146,2016-03-12 18:00:00,Africa,Tanzania,Dar es Salaam
9789281998,41.222.181.166,2015-12-20 12:00:00,Africa,Tanzania,Dar es Salaam
5875230942,41.222.179.158,2015-12-21 22:00:00,Africa,Tanzania,
5875230942,41.222.177.190,2015-12-22 04:00:00,Africa,Tanzania,
6171176971,197.250.195.194,2015-12-25 22:00:00,Africa,Tanzania,
6171176971,41.222.177.189,2016-01-16 15:00:00,Africa,Tanzania,
6171176971,197.186.232.67,2016-01-25 19:00:00,Africa,Tanzania,
6171176971,41.222.181.175,2016-02-28 23:00:00,Africa,Tanzania,
6171176971,196.41.61.146,2016-04-20 21:00:00,Africa,Tanzania,Dar es Salaam
5468470748,41.222.179.135,2016-01-13 04:00:00,Africa,Tanzania,
5468470748,41.222.181.189,2016-01-13 13:00:00,Africa,Tanzania,
1810034989,197.186.233.203,2016-03-18 15:00:00,Africa,Tanzania,
3298734294,169.255.184.131,2015-12-17 17:00:00,Africa,Tanzania,
3298734294,169.255.184.200,2016-03-23 12:00:00,Africa,Tanzania,
3298734294,169.255.184.177,2016-03-31 14:00:00,Africa,Tanzania,
3298734294,169.255.185.106,2016-04-26 09:00:00,Africa,Tanzania,
3298734294,197.149.177.18,2016-06-07 13:00:00,Africa,Tanzania,Dar es Salaam
7629417453,41.222.180.160,2016-03-21 21:00:00,Africa,Tanzania,
7629417453,41.222.179.176,2016-03-26 16:00:00,Africa,Tanzania,
7629417453,41.222.181.189,2016-03-27 08:00:00,Africa,Tanzania,
7629417453,41.222.181.161,2016-03-27 13:00:00,Africa,Tanzania,Dar es Salaam
7629417453,41.222.181.168,2016-03-31 08:00:00,Africa,Tanzania,
7629417453,41.222.180.103,2016-04-01 21:00:00,Africa,Tanzania,
1112017768,197.250.128.158,2015-12-23 06:00:00,Africa,Tanzania,
1112017768,197.250.62.133,2015-12-29 12:00:00,Africa,Tanzania,Dar es Salaam
1112017768,197.250.62.133,2015-12-29 13:00:00,Africa,Tanzania,Dar es Salaam
1112017768,197.250.62.133,2015-12-29 17:00:00,Africa,Tanzania,Dar es Salaam
1112017768,197.250.62.134,2016-01-06 15:00:00,Africa,Tanzania,Dar es Salaam
1112017768,197.250.62.37,2016-01-07 06:00:00,Africa,Tanzania,Dar es Salaam
1112017768,197.250.62.69,2016-01-13 22:00:00,Africa,Tanzania,Dar es Salaam
1112017768,197.250.193.115,2016-01-26 10:00:00,Africa,Tanzania,
1112017768,197.250.128.147,2016-01-31 08:00:00,Africa,Tanzania,
1112017768,197.250.62.31,2016-02-09 10:00:00,Africa,Tanzania,Dar es Salaam
1112017768,197.250.195.36,2016-02-10 06:00:00,Africa,Tanzania,
1112017768,197.250.195.154,2016-02-12 06:00:00,Africa,Tanzania,
1112017768,197.250.193.65,2016-02-17 01:00:00,Africa,Tanzania,
1112017768,197.250.195.137,2016-02-27 09:00:00,Africa,Tanzania,
1112017768,197.250.193.55,2016-03-05 08:00:00,Africa,Tanzania,
1112017768,197.250.52.95,2016-03-10 11:00:00,Africa,Tanzania,
1112017768,197.250.52.95,2016-03-10 12:00:00,Africa,Tanzania,
1112017768,197.250.195.89,2016-03-13 18:00:00,Africa,Tanzania,
1112017768,197.250.62.71,2016-03-14 17:00:00,Africa,Tanzania,Dar es Salaam
1112017768,197.250.62.130,2016-03-15 22:00:00,Africa,Tanzania,Dar es Salaam
1112017768,197.250.195.169,2016-03-17 04:00:00,Africa,Tanzania,
1112017768,197.250.193.185,2016-03-17 20:00:00,Africa,Tanzania,
1112017768,197.250.128.141,2016-03-19 22:00:00,Africa,Tanzania,
1112017768,197.250.62.157,2016-03-20 05:00:00,Africa,Tanzania,Dar es Salaam
1112017768,197.250.195.50,2016-03-22 13:00:00,Africa,Tanzania,
1112017768,197.250.193.132,2016-03-23 10:00:00,Africa,Tanzania,
1112017768,197.250.62.65,2016-03-24 12:00:00,Africa,Tanzania,Dar es Salaam
1112017768,197.250.193.32,2016-03-25 18:00:00,Africa,Tanzania,
1112017768,197.250.193.176,2016-03-28 04:00:00,Africa,Tanzania,
1112017768,197.250.195.187,2016-03-29 05:00:00,Africa,Tanzania,
1112017768,197.250.62.158,2016-03-29 22:00:00,Africa,Tanzania,Dar es Salaam
1112017768,197.250.52.81,2016-03-30 17:00:00,Africa,Tanzania,
1112017768,197.250.195.230,2016-03-31 08:00:00,Africa,Tanzania,
1112017768,197.250.195.230,2016-03-31 09:00:00,Africa,Tanzania,
1112017768,197.250.62.138,2016-03-31 11:00:00,Africa,Tanzania,Dar es Salaam
1112017768,197.250.52.70,2016-03-31 18:00:00,Africa,Tanzania,
1112017768,197.250.195.113,2016-04-01 04:00:00,Africa,Tanzania,
1112017768,197.250.193.173,2016-04-01 15:00:00,Africa,Tanzania,
1112017768,197.250.193.173,2016-04-01 16:00:00,Africa,Tanzania,
1112017768,197.250.52.65,2016-04-02 03:00:00,Africa,Tanzania,
1112017768,197.250.128.131,2016-04-02 22:00:00,Africa,Tanzania,
1112017768,197.250.62.143,2016-04-03 06:00:00,Africa,Tanzania,Dar es Salaam
1112017768,197.250.62.143,2016-04-03 08:00:00,Africa,Tanzania,Dar es Salaam
1112017768,197.250.193.32,2016-04-05 04:00:00,Africa,Tanzania,
1112017768,197.250.195.157,2016-04-06 06:00:00,Africa,Tanzania,
1112017768,197.250.193.49,2016-04-06 21:00:00,Africa,Tanzania,
1112017768,197.250.195.103,2016-04-08 00:00:00,Africa,Tanzania,
1112017768,197.250.193.242,2016-04-09 06:00:00,Africa,Tanzania,
1112017768,197.250.195.75,2016-04-09 21:00:00,Africa,Tanzania,
1112017768,197.250.195.75,2016-04-09 23:00:00,Africa,Tanzania,
1112017768,197.250.193.55,2016-04-10 22:00:00,Africa,Tanzania,
1112017768,197.250.195.233,2016-04-11 23:00:00,Africa,Tanzania,
1112017768,197.250.193.66,2016-04-15 13:00:00,Africa,Tanzania,
1112017768,197.250.193.192,2016-04-17 08:00:00,Africa,Tanzania,
1112017768,197.250.195.186,2016-04-20 18:00:00,Africa,Tanzania,
1112017768,197.250.195.255,2016-04-22 11:00:00,Africa,Tanzania,
1112017768,197.250.62.17,2016-04-25 21:00:00,Africa,Tanzania,Dar es Salaam
1112017768,197.250.62.111,2016-04-26 07:00:00,Africa,Tanzania,Dar es Salaam
1112017768,197.250.195.190,2016-04-28 21:00:00,Africa,Tanzania,
1112017768,197.250.52.87,2016-04-30 09:00:00,Africa,Tanzania,
1112017768,197.250.193.239,2016-05-02 04:00:00,Africa,Tanzania,
1112017768,197.250.193.60,2016-05-03 20:00:00,Africa,Tanzania,
1112017768,197.250.52.67,2016-05-04 17:00:00,Africa,Tanzania,
1112017768,197.250.193.66,2016-05-06 04:00:00,Africa,Tanzania,
1112017768,197.250.62.54,2016-05-08 00:00:00,Africa,Tanzania,Dar es Salaam
1112017768,197.250.62.37,2016-05-09 19:00:00,Africa,Tanzania,Dar es Salaam
1112017768,197.250.195.229,2016-05-11 18:00:00,Africa,Tanzania,
1112017768,197.250.195.241,2016-05-14 18:00:00,Africa,Tanzania,
1112017768,197.250.193.208,2016-06-01 09:00:00,Africa,Tanzania,
1112017768,197.250.193.51,2016-06-01 09:00:00,Africa,Tanzania,
1112017768,197.250.195.55,2016-06-05 12:00:00,Africa,Tanzania,
1112017768,197.250.62.14,2016-06-08 12:00:00,Africa,Tanzania,Dar es Salaam
1112017768,197.250.62.109,2016-06-09 19:00:00,Africa,Tanzania,Dar es Salaam
1112017768,197.250.62.7,2016-06-11 10:00:00,Africa,Tanzania,Dar es Salaam
1112017768,197.250.195.98,2016-06-12 21:00:00,Africa,Tanzania,
1112017768,197.250.195.234,2016-06-13 14:00:00,Africa,Tanzania,
1112017768,197.250.193.7,2016-06-22 14:00:00,Africa,Tanzania,
1112017768,197.250.62.126,2016-07-03 00:00:00,Africa,Tanzania,Dar es Salaam
2764011037,41.222.177.120,2016-02-17 14:00:00,Africa,Tanzania,
2764011037,41.222.181.187,2016-05-26 09:00:00,Africa,Tanzania,
1801624265,197.250.62.111,2016-06-14 16:00:00,Africa,Tanzania,Dar es Salaam
1801624265,197.250.192.167,2016-06-23 21:00:00,Africa,Tanzania,
3419286937,156.156.154.52,2015-12-21 18:00:00,Africa,Tanzania,
3419286937,156.157.118.30,2015-12-21 19:00:00,Africa,Tanzania,
3419286937,156.159.166.192,2015-12-22 10:00:00,Africa,Tanzania,
3419286937,156.159.166.192,2015-12-22 11:00:00,Africa,Tanzania,
3419286937,197.187.201.114,2015-12-22 12:00:00,Africa,Tanzania,
3419286937,197.187.201.114,2015-12-22 14:00:00,Africa,Tanzania,
3419286937,197.187.201.114,2015-12-22 17:00:00,Africa,Tanzania,
3419286937,197.187.201.114,2015-12-22 18:00:00,Africa,Tanzania,
3419286937,156.157.164.158,2015-12-23 10:00:00,Africa,Tanzania,
3419286937,156.157.164.158,2015-12-23 12:00:00,Africa,Tanzania,
3419286937,156.157.164.158,2015-12-23 16:00:00,Africa,Tanzania,
3419286937,156.157.141.62,2015-12-26 22:00:00,Africa,Tanzania,
3419286937,41.222.180.118,2016-01-01 20:00:00,Africa,Tanzania,
3419286937,41.222.180.117,2016-01-05 15:00:00,Africa,Tanzania,
7258285849,41.222.180.163,2016-04-28 13:00:00,Africa,Tanzania,
1177471131,41.222.179.165,2016-05-03 13:00:00,Africa,Tanzania,
9164049071,41.222.180.121,2015-12-31 11:00:00,Africa,Tanzania,
9164049071,41.222.180.121,2015-12-31 12:00:00,Africa,Tanzania,
3413480258,41.222.180.178,2015-12-22 16:00:00,Africa,Tanzania,
3413480258,41.222.179.160,2015-12-22 17:00:00,Africa,Tanzania,
3413480258,41.222.179.176,2016-01-02 06:00:00,Africa,Tanzania,
3413480258,41.222.181.165,2016-01-06 06:00:00,Africa,Tanzania,Dar es Salaam
3413480258,41.222.181.177,2016-01-19 18:00:00,Africa,Tanzania,Dar es Salaam
3413480258,41.222.180.106,2016-02-01 02:00:00,Africa,Tanzania,
3413480258,41.222.179.163,2016-02-14 12:00:00,Africa,Tanzania,
3413480258,41.222.180.106,2016-02-15 08:00:00,Africa,Tanzania,
3413480258,41.222.179.156,2016-02-15 09:00:00,Africa,Tanzania,
3413480258,41.222.180.163,2016-02-16 13:00:00,Africa,Tanzania,
3413480258,41.222.179.165,2016-02-20 07:00:00,Africa,Tanzania,
3413480258,41.222.180.103,2016-03-18 04:00:00,Africa,Tanzania,
3413480258,41.222.180.118,2016-03-21 07:00:00,Africa,Tanzania,
3413480258,41.222.177.108,2016-03-25 05:00:00,Africa,Tanzania,Dar es Salaam
3413480258,41.222.180.116,2016-03-26 06:00:00,Africa,Tanzania,
3413480258,41.222.181.180,2016-04-04 08:00:00,Africa,Tanzania,Dar es Salaam
1006266651,41.222.179.175,2016-01-03 22:00:00,Africa,Tanzania,
5517830861,41.222.177.125,2015-12-20 12:00:00,Africa,Tanzania,
5517830861,41.222.180.185,2015-12-27 15:00:00,Africa,Tanzania,
8082067022,41.222.180.184,2015-12-17 11:00:00,Africa,Tanzania,
8082067022,41.222.179.153,2015-12-17 13:00:00,Africa,Tanzania,
8082067022,41.222.181.163,2016-06-21 17:00:00,Africa,Tanzania,Dar es Salaam
9468184407,197.187.47.234,2015-12-16 22:00:00,Africa,Tanzania,
9468184407,197.186.76.73,2015-12-17 08:00:00,Africa,Tanzania,Dar es Salaam
9468184407,197.186.76.73,2015-12-17 09:00:00,Africa,Tanzania,Dar es Salaam
9468184407,197.187.140.202,2015-12-17 14:00:00,Africa,Tanzania,
9468184407,156.159.51.79,2015-12-18 13:00:00,Africa,Tanzania,
9468184407,156.156.9.114,2015-12-22 09:00:00,Africa,Tanzania,
9468184407,156.158.167.59,2015-12-30 14:00:00,Africa,Tanzania,
9468184407,156.156.200.100,2016-01-20 15:00:00,Africa,Tanzania,Dar es Salaam
9468184407,156.156.169.190,2016-01-23 00:00:00,Africa,Tanzania,Dar es Salaam
9468184407,156.157.234.211,2016-01-29 16:00:00,Africa,Tanzania,
3561640239,197.250.62.162,2016-01-04 06:00:00,Africa,Tanzania,Dar es Salaam
3561640239,197.250.62.105,2016-01-31 21:00:00,Africa,Tanzania,Dar es Salaam
3561640239,197.250.62.105,2016-01-31 22:00:00,Africa,Tanzania,Dar es Salaam
3561640239,197.250.52.67,2016-02-01 17:00:00,Africa,Tanzania,
3561640239,197.250.52.79,2016-02-02 09:00:00,Africa,Tanzania,
3561640239,197.250.62.156,2016-02-02 18:00:00,Africa,Tanzania,Dar es Salaam
3561640239,197.250.52.82,2016-02-05 09:00:00,Africa,Tanzania,
3561640239,197.250.62.136,2016-02-05 15:00:00,Africa,Tanzania,Dar es Salaam
3561640239,197.250.62.178,2016-02-08 12:00:00,Africa,Tanzania,Dar es Salaam
3561640239,197.250.62.112,2016-02-23 19:00:00,Africa,Tanzania,Dar es Salaam
3561640239,197.250.62.66,2016-04-02 20:00:00,Africa,Tanzania,Dar es Salaam
4850039402,41.222.179.180,2015-12-23 11:00:00,Africa,Tanzania,
9386396081,41.222.180.177,2016-07-04 14:00:00,Africa,Tanzania,
7333394289,41.222.179.177,2015-12-16 17:00:00,Africa,Tanzania,
7333394289,41.222.180.161,2015-12-16 22:00:00,Africa,Tanzania,
9649964299,197.250.195.207,2016-01-10 19:00:00,Africa,Tanzania,
9649964299,197.250.193.45,2016-01-11 10:00:00,Africa,Tanzania,
9649964299,197.250.195.130,2016-01-11 11:00:00,Africa,Tanzania,
3759423303,41.222.180.164,2016-01-03 13:00:00,Africa,Tanzania,
3759423303,41.222.179.175,2016-05-05 15:00:00,Africa,Tanzania,
3759423303,41.222.180.115,2016-05-06 08:00:00,Africa,Tanzania,
3759423303,41.222.180.161,2016-05-13 08:00:00,Africa,Tanzania,
1838116247,41.222.181.176,2015-12-28 09:00:00,Africa,Tanzania,Dar es Salaam
1838116247,41.222.181.186,2015-12-30 22:00:00,Africa,Tanzania,
1838116247,41.222.179.184,2016-01-25 21:00:00,Africa,Tanzania,
1838116247,41.222.179.184,2016-01-25 22:00:00,Africa,Tanzania,
1838116247,41.222.180.187,2016-01-28 19:00:00,Africa,Tanzania,
1838116247,41.222.181.176,2016-01-31 08:00:00,Africa,Tanzania,Dar es Salaam
1838116247,41.222.179.182,2016-02-04 18:00:00,Africa,Tanzania,
1838116247,41.222.180.189,2016-02-06 17:00:00,Africa,Tanzania,
1838116247,41.222.181.163,2016-02-13 15:00:00,Africa,Tanzania,Dar es Salaam
1838116247,41.222.180.177,2016-02-19 17:00:00,Africa,Tanzania,
1838116247,41.222.181.176,2016-02-20 12:00:00,Africa,Tanzania,Dar es Salaam
1838116247,41.222.177.96,2016-02-21 21:00:00,Africa,Tanzania,Dar es Salaam
1838116247,41.222.181.175,2016-02-25 00:00:00,Africa,Tanzania,
1838116247,41.222.179.166,2016-03-04 14:00:00,Africa,Tanzania,
1838116247,41.222.180.119,2016-03-07 02:00:00,Africa,Tanzania,
1838116247,41.222.179.138,2016-03-16 16:00:00,Africa,Tanzania,
1838116247,41.222.179.189,2016-03-18 16:00:00,Africa,Tanzania,
1280507511,41.222.179.130,2016-05-03 09:00:00,Africa,Tanzania,
2278919539,196.249.98.81,2016-07-05 10:00:00,Africa,Tanzania,
3282108906,197.152.83.123,2016-01-04 12:00:00,Africa,Tanzania,
3282108906,197.152.83.123,2016-01-04 13:00:00,Africa,Tanzania,
3282108906,197.152.227.92,2016-01-04 16:00:00,Africa,Tanzania,
3282108906,156.156.160.152,2016-01-07 09:00:00,Africa,Tanzania,Dar es Salaam
3282108906,156.158.140.30,2016-01-11 18:00:00,Africa,Tanzania,
3282108906,156.159.133.23,2016-01-12 17:00:00,Africa,Tanzania,
3282108906,41.222.180.163,2016-04-24 11:00:00,Africa,Tanzania,
3282108906,41.222.180.174,2016-05-09 09:00:00,Africa,Tanzania,
1584290807,41.222.179.130,2015-12-21 18:00:00,Africa,Tanzania,
1584290807,41.222.181.168,2015-12-24 14:00:00,Africa,Tanzania,
4088430688,156.159.84.144,2016-05-05 14:00:00,Africa,Tanzania,
4746602099,169.255.185.50,2016-05-08 13:00:00,Africa,Tanzania,
2606114764,197.250.195.48,2016-02-11 19:00:00,Africa,Tanzania,
2606114764,197.250.193.250,2016-02-24 06:00:00,Africa,Tanzania,
3804528307,41.222.180.187,2016-06-18 15:00:00,Africa,Tanzania,
8057731840,197.250.62.100,2016-01-05 17:00:00,Africa,Tanzania,Dar es Salaam
8057731840,197.250.62.135,2016-01-12 18:00:00,Africa,Tanzania,Dar es Salaam
8057731840,197.250.62.91,2016-01-13 09:00:00,Africa,Tanzania,Dar es Salaam
9896789006,156.159.133.23,2016-01-12 16:00:00,Africa,Tanzania,
9896789006,156.159.133.23,2016-01-12 17:00:00,Africa,Tanzania,
5051613304,41.222.181.186,2016-03-28 12:00:00,Africa,Tanzania,
3814425270,41.222.180.179,2016-05-13 19:00:00,Africa,Tanzania,
4954349033,197.250.192.47,2016-01-27 07:00:00,Africa,Tanzania,
4954349033,197.250.192.32,2016-05-05 07:00:00,Africa,Tanzania,
3457818790,169.255.184.146,2016-02-20 06:00:00,Africa,Tanzania,
3457818790,169.255.184.136,2016-02-24 19:00:00,Africa,Tanzania,
5217601507,41.222.179.165,2015-12-16 10:00:00,Africa,Tanzania,
5217601507,197.250.193.172,2015-12-23 22:00:00,Africa,Tanzania,
5217601507,41.222.180.163,2015-12-30 16:00:00,Africa,Tanzania,
5217601507,41.222.179.179,2016-01-01 07:00:00,Africa,Tanzania,
