person_id_random,gender,fb_friend_count,current_home_years,current_home_months,living_situation,current_job_years,current_job_months,education,how_much_paid,how_often_paid,referral_source,outstanding_loan,use_mobile_wallet_how_often,relationship_status,is_employed,local_access_time,first_access_signup_gap,country_name,city_name,money_in_amount,money_in_times,money_out_amount,money_out_times,age
7177006216.0,F,2564.0,5+,6.0,pay_rent,5+,10.0,,26000.0,monthly,friend,no,daily,,,,,,,,,,,22.1232876712
1978413484.0,F,161.0,5+,0.0,pay_rent,4,0.0,,3200.0,weekly,,no,few_times_a_week,,,1.0,660.0,Tanzania,,79650.0,12.0,25845.0,18.0,30.8109589041
,,,,,,,,,,,,,,,,,,,,,,,,
3995102460.0,F,1020.0,2,0.0,pay_rent,5+,0.0,,30000.0,monthly,,yes,daily,,,9.0,582.0,Tanzania,Dar es Salaam,83940.0,9.0,94300.0,21.0,36.5808219178
8994467797.0,F,662.0,2,4.0,own_home,3,2.0,,1600.0,weekly,,no,daily,,,1.0,751.0,Tanzania,,527.0,1.0,0.0,0.0,23.9589041096
6386473095.0,F,559.0,3,0.0,pay_rent,5+,0.0,,300.0,daily,friend,no,few_times_a_week,,,2.0,641.0,Tanzania,,106370.0,17.0,32680.0,13.0,32.8739726027
1892163498.0,M,3454.0,2,10.0,,3,2.0,,9000.0,weekly,,no,daily,,,,,,,,,,,
1183321030.0,F,437.0,2,0.0,pay_rent,2,0.0,,12000.0,monthly,,yes,few_times_a_week,,,2.0,613.0,Tanzania,,2740.0,3.0,27970.0,21.0,30.0493150685
5377931105.0,M,971.0,2,3.0,pay_rent,1,4.0,,5000.0,weekly,,yes,daily,,,1.0,579.0,Tanzania,,10350.0,12.0,19477.0,18.0,25.2712328767
2358807840.0,M,984.0,0,0.0,pay_rent,5+,0.0,,1.0,daily,facebook,no,daily,,,2.0,604.0,Tanzania,,28905.0,8.0,36832.0,9.0,40.1095890411
5868139297.0,M,1458.0,5+,0.0,own_home,5+,0.0,,12000.0,monthly,,no,few_times_a_week,,,1.0,574.0,Tanzania,,7838.0,21.0,7304.0,9.0,27.3835616438
1135111501.0,F,1060.0,1,0.0,pay_rent,1,0.0,,10000.0,daily,,yes,few_times_a_week,,,,,,,,,,,22.7260273973
6100057929.0,F,164.0,4,0.0,pay_rent,0,0.0,,2000.0,daily,,no,daily,,,1.0,703.0,Tanzania,,91000.0,11.0,126207.0,19.0,39.8054794521
8685630915.0,F,217.0,0,0.0,,1,0.0,,1000.0,weekly,,no,few_times_a_week,,,,,,,,,,,22.8904109589
2683538279.0,M,616.0,5+,0.0,pay_rent,5+,0.0,,450.0,daily,friend,yes,few_times_a_week,,,,,,,,,,,39.8273972603
9236601044.0,M,284.0,5+,4.0,pay_rent,2,1.0,,500.0,daily,,no,few_times_a_month,,,,,,,,,,,21.5232876712
7444746096.0,M,230.0,1,2.0,pay_rent,0,11.0,,2500.0,weekly,,no,few_times_a_week,,,2.0,676.0,Tanzania,,15741.0,17.0,16655.0,13.0,22.9287671233
2668523412.0,M,1240.0,0,6.0,pay_rent,0,7.0,,2150.0,weekly,,no,few_times_a_week,,,20.0,558.0,Tanzania,,8030.0,14.0,5430.0,5.0,23.1753424658
6219345623.0,F,219.0,3,0.0,pay_rent,3,0.0,,20000.0,monthly,,yes,daily,,,1.0,638.0,Tanzania,Dar es Salaam,4790.0,4.0,10508.0,26.0,41.3863013699
4105742558.0,F,374.0,4,7.0,pay_rent,5+,0.0,,12000.0,monthly,,no,few_times_a_month,,,4.0,534.0,Tanzania,,10055.0,13.0,42204.0,17.0,76.6164383562
8397994357.0,F,174.0,0,3.0,pay_rent,0,6.0,,3500.0,weekly,,no,daily,,,1.0,554.0,Tanzania,,2030.0,2.0,7527.0,6.0,22.504109589
7640935498.0,M,686.0,1,2.0,pay_rent,1,0.0,,30000.0,monthly,friend,yes,daily,,,2.0,542.0,Tanzania,,27483.0,13.0,31575.0,17.0,33.4054794521
7125219495.0,M,820.0,0,0.0,pay_rent,0,0.0,,15000.0,monthly,,no,few_times_a_week,,,1.0,694.0,Tanzania,,1900.0,2.0,1050.0,1.0,11.8164383562
3206224066.0,M,377.0,1,0.0,pay_rent,4,0.0,,9500.0,weekly,,no,few_times_a_week,,,,,,,,,,,23.2356164384
8677322348.0,M,1045.0,3,7.0,pay_rent,2,6.0,,500.0,weekly,,no,few_times_a_week,,,1.0,638.0,Tanzania,,5780.0,4.0,6900.0,5.0,25.4520547945
1482204423.0,M,1432.0,2,0.0,pay_rent,1,6.0,,10000.0,monthly,,yes,daily,,,4.0,539.0,Tanzania,,139080.0,26.0,11130.0,3.0,4.58356164384
4530705086.0,M,423.0,0,4.0,pay_rent,0,4.0,,15000.0,monthly,,no,daily,,,1.0,542.0,Tanzania,,0.0,0.0,1750.0,2.0,24.4794520548
5521864872.0,M,1615.0,1,0.0,pay_rent,1,0.0,,300.0,daily,,no,daily,,,2.0,557.0,Tanzania,Dar es Salaam,1080.0,2.0,1527.0,1.0,21.8136986301
9401390636.0,M,474.0,2,0.0,pay_rent,2,0.0,,300.0,daily,,yes,few_times_a_week,,,1.0,655.0,Tanzania,,0.0,0.0,1300.0,2.0,24.6356164384
7780990687.0,M,294.0,0,0.0,pay_rent,0,0.0,,500.0,daily,,yes,few_times_a_week,,,1.0,565.0,Tanzania,Dar es Salaam,3580.0,4.0,0.0,0.0,53.5780821918
7540101434.0,M,250.0,5+,3.0,pay_rent,4,2.0,,2800.0,weekly,,no,few_times_a_week,,,1.0,621.0,Tanzania,,13050.0,17.0,15784.0,13.0,23.4849315068
6526183719.0,M,,,,,,,,,,,,,,,3.0,671.0,Tanzania,,15.0,1.0,1027.0,1.0,85.2246575342
4950043625.0,M,364.0,0,0.0,pay_rent,1,0.0,,1000.0,weekly,,no,few_times_a_week,,,,,,,,,,,22.0821917808
1096962239.0,M,427.0,0,8.0,pay_rent,0,0.0,,1000.0,monthly,,yes,few_times_a_month,,,1.0,565.0,Tanzania,,0.0,0.0,3510.0,3.0,7.0602739726
8128789355.0,M,355.0,4,7.0,pay_rent,3,2.0,,27000.0,monthly,,no,daily,,,,,,,,,,,7.02191780822
1299427536.0,F,55.0,5+,0.0,own_home,3,0.0,,1000.0,daily,,no,few_times_a_week,,,1.0,521.0,Tanzania,Dar es Salaam,1330.0,5.0,0.0,0.0,66.1315068493
2916523599.0,M,89.0,2,8.0,pay_rent,2,9.0,,15000.0,daily,,no,few_times_a_week,,,22.0,521.0,Tanzania,,131000.0,10.0,116775.0,11.0,28.9945205479
9453964086.0,F,525.0,2,0.0,pay_rent,2,0.0,,15000.0,monthly,,no,few_times_a_week,,,1.0,683.0,Tanzania,,700.0,1.0,670.0,1.0,24.402739726
5482790346.0,M,435.0,1,7.0,pay_rent,1,10.0,,9400.0,weekly,,no,few_times_a_week,,,1.0,647.0,Tanzania,,9320.0,8.0,15364.0,7.0,22.4136986301
9504924784.0,F,486.0,1,7.0,own_home,1,3.0,,550.0,daily,,no,few_times_a_week,,,,,,,,,,,21.098630137
1512836830.0,F,489.0,5+,0.0,pay_rent,2,0.0,,29000.0,monthly,,yes,few_times_a_week,,,7.0,612.0,Tanzania,,50000.0,3.0,75115.0,27.0,2.91232876712
1612135424.0,M,810.0,3,6.0,pay_rent,4,6.0,,10000.0,monthly,facebook,no,few_times_a_week,,,1.0,618.0,Tanzania,,27783.0,26.0,3280.0,4.0,31.0383561644
3929235228.0,M,388.0,4,0.0,pay_rent,3,0.0,,34000.0,monthly,,no,few_times_a_week,,,3.0,513.0,Tanzania,,67450.0,12.0,35220.0,18.0,38.1452054795
8057731840.0,F,425.0,1,2.0,pay_rent,0,0.0,,700.0,weekly,,yes,few_times_a_week,,,3.0,532.0,Tanzania,Dar es Salaam,0.0,0.0,1600.0,2.0,23.8602739726
4966440067.0,F,247.0,2,9.0,pay_rent,1,0.0,,2000.0,weekly,,no,few_times_a_week,,,1.0,568.0,Tanzania,Dar es Salaam,16710.0,8.0,6227.0,20.0,25.2383561644
5108315568.0,M,324.0,1,0.0,pay_rent,0,0.0,,28000.0,monthly,,yes,few_times_a_week,,,7.0,578.0,Tanzania,Dar es Salaam,11110.0,6.0,12410.0,12.0,30.1123287671
2673538543.0,M,600.0,3,0.0,pay_rent,1,0.0,,44000.0,monthly,facebook,no,few_times_a_week,,,1.0,625.0,Tanzania,,27320.0,11.0,75823.0,19.0,30.8246575342
7777626093.0,M,605.0,2,0.0,pay_rent,1,0.0,,30000.0,monthly,,no,few_times_a_week,,,1.0,537.0,Tanzania,Dar es Salaam,1760.0,3.0,330.0,2.0,6.51232876712
3764746080.0,F,478.0,2,0.0,pay_rent,1,0.0,,1500.0,weekly,,no,few_times_a_week,,,2.0,605.0,Tanzania,,28080.0,18.0,28350.0,12.0,96.797260274
2524200246.0,F,339.0,0,5.0,,0,0.0,,4500.0,monthly,,yes,few_times_a_week,,,4.0,539.0,Tanzania,,3250.0,4.0,19780.0,16.0,27.9835616438
7717500506.0,F,482.0,4,2.0,pay_rent,4,9.0,,17500.0,monthly,,yes,few_times_a_week,,,1.0,615.0,Tanzania,Dar es Salaam,6390.0,7.0,12500.0,23.0,31.1315068493
4042481303.0,F,614.0,5+,0.0,pay_rent,5+,0.0,,7500.0,monthly,,no,few_times_a_month,,,,,,,,,,,21.704109589
6295166250.0,M,1361.0,4,0.0,own_home,2,0.0,,7000.0,monthly,,no,few_times_a_month,,,5.0,600.0,Tanzania,,1900.0,1.0,5000.0,2.0,26.1452054795
8362192538.0,M,109.0,2,0.0,pay_rent,0,5.0,,13000.0,monthly,,no,few_times_a_week,,,1.0,613.0,Tanzania,,1210.0,3.0,0.0,0.0,24.0794520548
2381042959.0,M,271.0,5+,0.0,pay_rent,4,0.0,,100000.0,monthly,google_play_store,yes,few_times_a_week,,,2.0,581.0,Tanzania,,18300.0,10.0,48000.0,20.0,34.8904109589
4421733789.0,F,1761.0,2,1.0,pay_rent,1,11.0,,40000.0,monthly,,no,daily,,,1.0,617.0,Tanzania,Dar es Salaam,19600.0,18.0,11586.0,12.0,24.9178082192
4943128258.0,M,965.0,1,2.0,pay_rent,0,6.0,,2500.0,monthly,,no,few_times_a_week,,,1.0,695.0,Tanzania,,32380.0,10.0,13250.0,7.0,24.6191780822
4088430688.0,M,145.0,3,6.0,pay_rent,0,0.0,,2500.0,daily,,no,daily,,,1.0,640.0,Tanzania,,3370.0,5.0,1930.0,2.0,24.7890410959
8806418646.0,M,564.0,1,0.0,own_home,0,3.0,,8000.0,monthly,,no,few_times_a_month,,,,,,,,,,,20.4438356164
9725100582.0,M,120.0,5+,0.0,own_home,5+,0.0,,45000.0,monthly,,no,few_times_a_week,,,2.0,560.0,Tanzania,,52750.0,9.0,91230.0,21.0,21.4136986301
7801042321.0,M,296.0,0,0.0,own_home,5+,0.0,,50000.0,monthly,,no,daily,,,,,,,,,,,41.4383561644
6297081953.0,M,1269.0,3,0.0,pay_rent,1,0.0,,18000.0,monthly,,yes,few_times_a_week,,,,,,,,,,,23.6054794521
2063379792.0,M,478.0,0,0.0,,0,0.0,,8000.0,monthly,friend,no,few_times_a_month,,,3.0,522.0,Tanzania,,97830.0,18.0,64900.0,12.0,23.7808219178
6133370972.0,F,2111.0,3,8.0,pay_rent,1,3.0,,23000.0,monthly,,no,few_times_a_week,,,3.0,613.0,Tanzania,,29750.0,12.0,16171.0,18.0,27.504109589
8763192932.0,M,1088.0,3,0.0,pay_rent,0,4.0,,5000.0,weekly,,no,few_times_a_week,,,1.0,545.0,Tanzania,,530.0,1.0,770.0,2.0,22.9589041096
2662659101.0,M,507.0,2,3.0,pay_rent,0,0.0,,700.0,daily,,yes,few_times_a_week,,,2.0,634.0,Tanzania,,109955.0,16.0,71977.0,14.0,22.7424657534
1537018341.0,M,2960.0,2,4.0,pay_rent,0,0.0,,12000.0,monthly,,yes,few_times_a_week,,,2.0,519.0,Tanzania,,23720.0,13.0,16870.0,17.0,26.1315068493
1957977001.0,M,625.0,3,0.0,pay_rent,1,0.0,,1000.0,daily,,no,few_times_a_week,,,1.0,553.0,Tanzania,,0.0,0.0,2000.0,1.0,21.6136986301
8719891162.0,M,250.0,2,4.0,own_home,2,7.0,,4500.0,weekly,,no,few_times_a_week,,,,,,,,,,,25.0767123288
3577835738.0,F,400.0,2,0.0,pay_rent,3,0.0,,20000.0,monthly,,no,few_times_a_week,,,2.0,693.0,Tanzania,,44565.0,16.0,6150.0,11.0,7.05205479452
8425972319.0,M,4800.0,0,8.0,pay_rent,0,8.0,,1000.0,daily,,no,daily,,,5.0,494.0,Tanzania,,17091.0,14.0,5497.0,6.0,25.5452054795
4002742728.0,F,1866.0,0,7.0,own_home,1,0.0,,15000.0,monthly,friend,yes,few_times_a_month,,,1.0,611.0,Tanzania,Dar es Salaam,12400.0,11.0,16945.0,19.0,29.704109589
5825472282.0,M,345.0,4,0.0,pay_rent,1,0.0,,500.0,daily,,no,few_times_a_week,,,,,,,,,,,31.101369863
9504846186.0,M,405.0,2,7.0,pay_rent,2,4.0,,15000.0,monthly,,no,few_times_a_week,,,2.0,490.0,Tanzania,,0.0,0.0,3550.0,1.0,28.5260273973
3225694348.0,M,145.0,3,7.0,own_home,2,4.0,,1000.0,daily,,no,daily,,,2.0,644.0,Tanzania,,5100.0,4.0,23115.0,23.0,30.2630136986
1177471131.0,M,186.0,3,5.0,pay_rent,2,6.0,,12000.0,monthly,,no,daily,,,1.0,628.0,Tanzania,,2540.0,2.0,3627.0,5.0,22.5917808219
8406400743.0,M,813.0,0,0.0,,0,7.0,,2000.0,daily,,no,daily,,,1.0,608.0,Tanzania,Dar es Salaam,9.0,1.0,0.0,0.0,26.6109589041
7234829584.0,M,304.0,3,6.0,pay_rent,3,2.0,,600.0,daily,,no,few_times_a_week,,,,,,,,,,,26.9808219178
7284641061.0,M,705.0,1,5.0,pay_rent,0,7.0,,800.0,daily,friend,no,daily,,,1.0,595.0,Tanzania,,11200.0,18.0,19290.0,12.0,22.304109589
6897561002.0,M,416.0,2,5.0,pay_rent,3,4.0,,500.0,daily,,no,few_times_a_week,,,,,,,,,,,20.2383561644
1090396622.0,M,832.0,4,0.0,pay_rent,0,0.0,,5000.0,monthly,,yes,few_times_a_month,,,,,,,,,,,11.8630136986
1516706338.0,F,855.0,4,7.0,pay_rent,1,1.0,,6000.0,weekly,,no,few_times_a_week,,,2.0,603.0,Tanzania,,14700.0,4.0,23980.0,5.0,28.0794520548
2830334836.0,M,2682.0,3,0.0,own_home,3,3.0,,15000.0,weekly,family,yes,few_times_a_week,,,1.0,677.0,Tanzania,,106105.0,21.0,34957.0,9.0,45.3342465753
1316512614.0,M,790.0,1,5.0,pay_rent,1,5.0,,750.0,weekly,,no,few_times_a_week,,,1.0,513.0,Tanzania,,4280.0,6.0,1400.0,3.0,21.698630137
9046729670.0,M,275.0,1,3.0,pay_rent,1,1.0,,1200.0,weekly,,no,few_times_a_week,,,,,,,,,,,23.597260274
9193097824.0,M,327.0,2,0.0,pay_rent,2,0.0,,30000.0,monthly,,no,few_times_a_week,,,,,,,,,,,20.4849315068
9513977406.0,M,217.0,5+,6.0,,5+,8.0,,38796.0,monthly,,yes,few_times_a_week,,,1.0,553.0,Tanzania,Dar es Salaam,22810.0,16.0,31153.0,14.0,30.5698630137
8296490133.0,M,352.0,4,3.0,pay_rent,3,0.0,,16000.0,monthly,,no,few_times_a_week,,,,,,,,,,,23.0602739726
3624329372.0,M,436.0,2,4.0,pay_rent,2,1.0,,4500.0,weekly,,no,few_times_a_week,,,1.0,578.0,Tanzania,,13380.0,12.0,4015.0,5.0,23.8493150685
7537202594.0,M,292.0,0,0.0,pay_rent,3,6.0,,30000.0,monthly,,no,few_times_a_week,,,1.0,504.0,Tanzania,,500.0,1.0,0.0,0.0,32.9095890411
3565083094.0,M,624.0,2,8.0,own_home,2,4.0,,32600.0,monthly,,no,few_times_a_week,,,1.0,502.0,Tanzania,,800.0,3.0,300.0,1.0,80.3315068493
3294533408.0,M,418.0,1,8.0,,3,8.0,,1100.0,daily,google_play_store,yes,daily,,,1.0,529.0,Tanzania,,32296.0,22.0,14227.0,8.0,32.4876712329
1983538252.0,F,2774.0,5+,0.0,pay_rent,5+,0.0,,1500.0,daily,family,yes,daily,,,3.0,515.0,Tanzania,,44200.0,16.0,24605.0,14.0,39.1205479452
6130454619.0,F,353.0,1,0.0,pay_rent,0,0.0,,20000.0,monthly,friend,yes,daily,,,12.0,492.0,Tanzania,,10292.0,21.0,20354.0,9.0,31.0493150685
8948452846.0,F,736.0,2,0.0,pay_rent,0,0.0,,10000.0,monthly,friend,yes,few_times_a_week,,,7.0,505.0,Tanzania,Dar es Salaam,16350.0,4.0,25760.0,19.0,24.9698630137
5534019509.0,M,422.0,5+,0.0,pay_rent,5+,0.0,,40000.0,monthly,google_play_store,no,few_times_a_week,,,2.0,551.0,Tanzania,,36930.0,14.0,39138.0,16.0,43.6547945205
8470817553.0,F,796.0,0,0.0,pay_rent,2,4.0,,14000.0,monthly,google_play_store,no,few_times_a_week,,,1.0,604.0,Tanzania,Dar es Salaam,7880.0,11.0,14217.0,19.0,27.6109589041
5638293141.0,M,100.0,2,3.0,pay_rent,3,6.0,,650.0,daily,,no,few_times_a_week,,,,,,,,,,,28.4712328767
3219677874.0,M,27.0,3,3.0,pay_rent,3,3.0,,650.0,daily,,no,few_times_a_week,,,,,,,,,,,22.0931506849
3584380224.0,F,465.0,0,0.0,pay_rent,1,3.0,,15000.0,weekly,,no,few_times_a_week,,,2.0,498.0,Tanzania,,16028.0,6.0,61700.0,24.0,26.2164383562
6845264174.0,M,71.0,3,5.0,pay_rent,4,7.0,,600.0,daily,,no,few_times_a_week,,,,,,,,,,,23.0849315068
4146622581.0,M,867.0,0,0.0,pay_rent,0,0.0,,6000.0,monthly,,no,few_times_a_week,,,1.0,537.0,Tanzania,,1700.0,1.0,2695.0,3.0,24.3671232877
6461406501.0,M,1048.0,1,0.0,pay_rent,1,0.0,,650.0,daily,,yes,daily,,,1.0,496.0,Tanzania,Dar es Salaam,1550.0,2.0,527.0,1.0,26.5123287671
7585759305.0,F,423.0,5+,0.0,pay_rent,2,3.0,,15000.0,monthly,,yes,few_times_a_week,,,,,,,,,,,23.8630136986
9553513134.0,M,291.0,1,2.0,pay_rent,2,2.0,,9200.0,weekly,,no,few_times_a_week,,,2.0,472.0,Tanzania,,8600.0,3.0,23750.0,8.0,24.6109589041
1782793085.0,F,1631.0,3,0.0,pay_rent,4,0.0,,8000.0,monthly,facebook,yes,daily,,,1.0,520.0,Tanzania,,24538.0,20.0,5456.0,10.0,29.5506849315
2515000128.0,F,270.0,3,5.0,own_home,1,0.0,,17000.0,monthly,,yes,few_times_a_week,,,1.0,507.0,Tanzania,,20615.0,14.0,27010.0,16.0,30.5260273973
7152353641.0,M,239.0,5+,0.0,pay_rent,5+,0.0,,35.0,daily,,yes,daily,,,5.0,479.0,Tanzania,Dar es Salaam,5550.0,14.0,8944.0,16.0,36.7369863014
5095473176.0,M,779.0,5+,0.0,pay_rent,5+,0.0,college,90000.0,monthly,google_play_store,yes,daily,married,yes,7.0,564.0,Tanzania,,29050.0,8.0,39480.0,22.0,37.9315068493
6620932848.0,M,321.0,2,1.0,pay_rent,1,2.0,,19000.0,monthly,,no,few_times_a_week,,,2.0,454.0,Tanzania,,11900.0,5.0,5260.0,7.0,21.9150684932
1775406254.0,F,179.0,5+,5.0,pay_rent,2,3.0,,2000.0,weekly,,no,few_times_a_week,,,,,,,,,,,24.5260273973
5359782636.0,F,423.0,1,2.0,pay_rent,,,college,6000.0,monthly,friend,no,few_times_a_month,single,no,1.0,494.0,Tanzania,,9230.0,3.0,10897.0,7.0,25.1726027397
2151054057.0,M,1370.0,0,10.0,pay_rent,1,10.0,,10000.0,monthly,,no,few_times_a_week,,,1.0,455.0,Tanzania,Dar es Salaam,25040.0,12.0,37530.0,18.0,29.0630136986
5777469792.0,F,907.0,2,0.0,own_home,2,2.0,,500.0,daily,,no,few_times_a_week,,,1.0,578.0,Tanzania,,800.0,1.0,1825.0,1.0,30.0410958904
3110924673.0,M,254.0,3,4.0,own_home,5+,10.0,,35000.0,monthly,,no,few_times_a_week,,,2.0,482.0,Tanzania,,4500.0,1.0,125240.0,29.0,36.002739726
7664147584.0,M,162.0,2,11.0,pay_rent,4,0.0,,15000.0,monthly,facebook,no,few_times_a_week,,,1.0,649.0,Tanzania,,5420.0,14.0,10722.0,16.0,32.9068493151
6268509017.0,M,184.0,2,0.0,pay_rent,3,0.0,,22000.0,monthly,,yes,few_times_a_week,,,3.0,465.0,Tanzania,,9500.0,8.0,9688.0,12.0,24.9068493151
8141294915.0,F,4279.0,0,6.0,pay_rent,0,7.0,,25000.0,monthly,,no,few_times_a_week,,,1.0,649.0,Tanzania,,10400.0,12.0,17154.0,10.0,24.0356164384
